Ticker;Name;Country;Type;Sector;Sub Sector;Segment
PTE;PolarityTE Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
PTEN;Patterson-UTI Energy Inc. Common Stock;United States;;Energy;;Oil & Gas Production
PTGX;Protagonist Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
PTIC;PropTech Investment Corporation II Class A Common Stock;United States;;;;
PTICU;PropTech Investment Corporation II Unit;United States;;;;
PTICW;PropTech Investment Corporation II Warrant;United States;;Finance;;Business Services
PTIX;Protagenic Therapeutics Inc. Common Stock;United States;;Miscellaneous;;Business Services
PTIXW;Protagenic Therapeutics Inc. Warrant;United States;;;;
PTK;PTK Acquisition Corp. Common Stock;United States;;;;
PTMN;Portman Ridge Finance Corporation Common Stock;United States;;Finance;;Finance/Investors Services
PTN;Palatin Technologies Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
PTNR;Partner Communications Company Ltd. American Depositary Shares;Israel;;Public Utilities;;Telecommunications Equipment
PTOC;Pine Technology Acquisition Corp. Class A Common Stock;United States;;;;
PTOCU;Pine Technology Acquisition Corp. Unit;United States;;;;
PTOCW;Pine Technology Acquisition Corp. Warrant;United States;;Finance;;Business Services
PTON;Peloton Interactive Inc. Class A Common Stock;United States;;Consumer Services;;Other Consumer Services
PTPI;Petros Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
PTR;PetroChina Company Limited Common Stock;China;;Energy;;Oil & Gas Production
PTRA;Proterra Inc. Common Stock;United States;;;;
PTRAW;Proterra Inc. Warrant;United States;;;;
PTRS;Partners Bancorp Common Stock;United States;;Finance;;Major Banks
PTSI;P.A.M. Transportation Services Inc. Common Stock;United States;;Transportation;;Trucking Freight/Courier Services
PTVE;Pactiv Evergreen Inc. Common stock;United States;;Consumer Durables;;Containers/Packaging
PTY;Pimco Corporate & Income Opportunity Fund;United States;;;;
PUBM;PubMatic Inc. Class A Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
PUCK;Goal Acquisitions Corp. Common Stock;United States;;;;
PUCKU;Goal Acquisitions Corp. Unit;United States;;;;
PUCKW;Goal Acquisitions Corp. Warrant;United States;;Finance;;Business Services
PUK;Prudential Public Limited Company Common Stock;United Kingdom;;Finance;;Life Insurance
PUK^;Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security;United Kingdom;;;;
PUK^A;Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares;United Kingdom;;;;
PULM;Pulmatrix Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
PUMP;ProPetro Holding Corp. Common Stock;United States;;Energy;;Oilfield Services/Equipment
PUYI;Puyi Inc. American Depository Shares;China;;Finance;;Investment Managers
PV;Primavera Capital Acquisition Corporation Class A Ordinary Shares;;;Finance;;Business Services
PVAC;Penn Virginia Corporation Common Stock;United States;;Energy;;Oil & Gas Production
PVBC;Provident Bancorp Inc. (MD) Common Stock;United States;;Finance;;Major Banks
PVG;Pretium Resources Inc. Ordinary Shares (Canada);Canada;;;;
PVH;PVH Corp. Common Stock;United States;;;;
PVL;Permianville Royalty Trust Trust Units ;United States;;Energy;;Oil & Gas Production
PW;Power REIT (MD) Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
PW^A;Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock;United States;;;;
PWFL;PowerFleet Inc. Common Stock;United States;;Capital Goods;;Telecommunications Equipment
PWOD;Penns Woods Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
PWR;Quanta Services Inc. Common Stock;United States;;Capital Goods;;Engineering & Construction
PXD;Pioneer Natural Resources Company Common Stock;United States;;Energy;;Oil & Gas Production
PXLW;Pixelworks Inc.  Common Stock;United States;;Technology;;Semiconductors
PXS;Pyxis Tankers Inc. Common Stock;Greece;;Transportation;;Marine Transportation
PXSAP;Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares;Greece;;Transportation;;Marine Transportation
PXSAW;Pyxis Tankers Inc. Warrant;Greece;;Transportation;;Marine Transportation
PXUS;Principal International Adaptive Multi-Factor ETF;United States;;;;
PYN;PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest;United States;;;;
PYPD;PolyPid Ltd. Ordinary Shares;Israel;;Health Care;;Medical/Dental Instruments
PYPL;PayPal Holdings Inc. Common Stock;United States;;Miscellaneous;;Business Services
PYR;PyroGenesis Canada Inc. Common Shares;Canada;;;;
PYS;Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A;United States;;Finance;;Trusts Except Educational Religious and Charitable
PYT;PPlus Tr GSC-2 Tr Ctf Fltg Rate;United States;;;;
PZC;PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest;United States;;;;
PZG;Paramount Gold Nevada Corp. Common Stock;United States;;Basic Industries;;Precious Metals
PZN;Pzena Investment Management Inc Class A Common Stock;United States;;Finance;;Investment Managers
PZZA;Papa John's International Inc. Common Stock;United States;;Consumer Services;;Restaurants
QADA;QAD Inc. Class A Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
QADB;QAD Inc. Class B Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
QCOM;QUALCOMM Incorporated Common Stock;United States;;Technology;;Computer peripheral equipment
QCON;American Century ETF Trust American Century Quality Convertible Securities ETF;;;;;
QCRH;QCR Holdings Inc. Common Stock;United States;;Finance;;Major Banks
QD;Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share;China;;Technology;;Computer Software: Prepackaged Software
QDEC;FT Cboe Vest Growth-100 Buffer ETF - December;United States;;;;
QDEL;Quidel Corporation Common Stock;United States;;Health Care;;Biotechnology: In Vitro & In Vivo Diagnostic Substances
QELL;Qell Acquisition Corp. Class A Ordinary Shares;United States;;Finance;;Business Services
QELLU;Qell Acquisition Corp. Unit;United States;;Finance;;Business Services
QELLW;Qell Acquisition Corp. Warrant;United States;;Finance;;Business Services
QFIN;360 DigiTech Inc. American Depositary Shares;China;;Finance;;Finance: Consumer Services
QFTA;Quantum FinTech Acquisition Corporation Common Stock;;;;;
QGEN;Qiagen N.V. Common Shares ;Netherlands;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
QH;Quhuo Limited American Depository Shares;China;;Miscellaneous;;Business Services
QIPT;Quipt Home Medical Corp. Common Shares;United States;;Capital Goods;;Office Equipment/Supplies/Services
QIWI;QIWI plc American Depositary Shares;Cyprus;;Miscellaneous;;Business Services
QK;Q&K International Group Limited American Depositary Shares;China;;Finance;;Real Estate
QLGN;Qualigen Therapeutics Inc. Common Stock;United States;;Health Care;;Biotechnology: Commercial Physical & Biological Resarch
QLI;Qilian International Holding Group Ltd. Ordinary Shares;China;;Health Care;;Major Pharmaceuticals
QLYS;Qualys Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
QMAR;FT Cboe Vest Growth-100 Buffer ETF - March;United States;;;;
QMCO;Quantum Corporation Common Stock;United States;;Technology;;Electronic Components
QNST;QuinStreet Inc. Common Stock;United States;;Technology;;Advertising
QPFF;American Century ETF Trust American Century Quality Preferred ETF;;;;;
QQQX;Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest;United States;;Finance;;Finance Companies
QRHC;Quest Resource Holding Corporation Common Stock;United States;;Capital Goods;;Building Products
QRTEA;Qurate Retail Inc. Series A Common Stock ;United States;;Consumer Services;;Catalog/Specialty Distribution
QRTEB;Qurate Retail Inc. Series B Common Stock ;United States;;Consumer Services;;Catalog/Specialty Distribution
QRTEP;Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock;United States;;Consumer Services;;Catalog/Specialty Distribution
QRVO;Qorvo Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
QS;QuantumScape Corporation Class A Common Stock;United States;;Capital Goods;;Auto Parts:O.E.M.
QSI;Quantum-Si Incorporated Class A Common Stock;United States;;;;
QSIAW;Quantum-Si Incorporated Warrant;United States;;;;
QSR;Restaurant Brands International Inc. Common Shares;Canada;;;;
QTAP;Innovator Growth Accelerated Plus ETF - April;;;;;
QTNT;Quotient Limited Ordinary Shares;Switzerland;;Health Care;;Major Pharmaceuticals
QTRX;Quanterix Corporation Common Stock;United States;;Health Care;;Industrial Specialties
QTS;QTS Realty Trust Inc. Class A Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
QTS^A;QTS Realty Trust Inc. 7.125% Series A Cumulative Redeemable Perpetual Preferred Stock;United States;;;;
QTS^B;QTS Realty Trust Inc. 6.50% Series B Cumulative Convertible Perpetual Preferred Stock;United States;;;;
QTT;Qutoutiao Inc. American Depositary Shares;China;;Technology;;Computer Software: Prepackaged Software
QTWO;Q2 Holdings Inc. Common Stock;;;Technology;;EDP Services
QUAD;Quad Graphics Inc Class A Common Stock;United States;;Consumer Services;;Recreational Products/Toys
QUIK;QuickLogic Corporation Common Stock;United States;;Technology;;Semiconductors
QUMU;Qumu Corporation Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
QUOT;Quotient Technology Inc. Common Stock;;;Technology;;Advertising
QURE;uniQure N.V. Ordinary Shares;Netherlands;;Health Care;;Major Pharmaceuticals
QVCC;QVC Inc. 6.250% Senior Secured Notes due 2068;United States;;;;
QVCD;QVC Inc. 6.375% Senior Secured Notes due 2067;United States;;;;
R;Ryder System Inc. Common Stock;United States;;Miscellaneous;;Rental/Leasing Companies
RA;Brookfield Real Assets Income Fund Inc. Common Stock;;;;;
RAAC;Revolution Acceleration Acquisition Corp Class A Common Stock;United States;;;;
RAACU;Revolution Acceleration Acquisition Corp Unit;United States;;;;
RAACW;Revolution Acceleration Acquisition Corp Warrant;United States;;Finance;;Business Services
RAAS;Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares;;;Technology;;Computer Software: Prepackaged Software
RACA;Therapeutics Acquisition Corp. Class A Common Stock;United States;;Health Care;;Major Pharmaceuticals
RACB;Research Alliance Corp. II Class A Common Stock;United States;;;;
RACE;Ferrari N.V. Common Shares;;;Capital Goods;;Auto Manufacturing
RAD;Rite Aid Corporation Common Stock;United States;;Health Care;;Medical/Nursing Services
RADA;RADA Electronic Industries Ltd. Ordinary Shares;Israel;;;;
RADI;Radius Global Infrastructure Inc. Class A Common Stock;United States;;Consumer Services;;Telecommunications Equipment
RAIL;FreightCar America Inc. Common Stock;United States;;Capital Goods;;Railroads
RAIN;Rain Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RAMMU;Aries I Acquisition Corporation Unit;Cayman Islands;;Finance;;Business Services
RAMP;LiveRamp Holdings Inc. Common Stock;United States;;Technology;;EDP Services
RAND;Rand Capital Corporation Common Stock;United States;;Finance;;Finance/Investors Services
RAPT;RAPT Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RARE;Ultragenyx Pharmaceutical Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RAVE;Rave Restaurant Group Inc. Common Stock;United States;;Consumer Services;;Restaurants
RAVN;Raven Industries Inc. Common Stock;United States;;Capital Goods;;Specialty Chemicals
RBA;Ritchie Bros. Auctioneers Incorporated Common Stock;Canada;;;;
RBAC;RedBall Acquisition Corp. Class A Ordinary Shares;United States;;Finance;;Business Services
RBB;RBB Bancorp Common Stock;United States;;Finance;;Commercial Banks
RBBN;Ribbon Communications Inc. Common Stock;United States;;Technology;;EDP Services
RBC;Regal Beloit Corporation Common Stock;United States;;Consumer Durables;;Metal Fabrications
RBCAA;Republic Bancorp Inc. Class A Common Stock;United States;;Finance;;Major Banks
RBCN;Rubicon Technology Inc. Common Stock;United States;;Technology;;Semiconductors
RBKB;Rhinebeck Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
RBLX;Roblox Corporation Class A Common Stock;;;Technology;;EDP Services
RBNC;Reliant Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
RC;Ready Capital Corproation Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
RC^B;Ready Capital Corporation 8.625% Series B Cumulative Preferred Stock;United States;;;;
RC^C;Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock;United States;;;;
RC^D;Ready Capital Corporation 7.625% Series D Cumulative Redeemable Preferred Stock;United States;;;;
RCA;Ready Capital Corporation 7.00% Convertible Senior Notes due 2023;United States;;Consumer Services;;Real Estate Investment Trusts
RCAT;Red Cat Holdings Inc. Common Stock;United States;;Technology;;Retail: Computer Software & Peripheral Equipment
RCB;Ready Capital Corporation 6.20% Senior Notes due 2026;United States;;;;
RCC;Ready Capital Corporation 5.75% Senior Notes due 2026;United States;;Finance;;Finance Companies
RCEL;Avita Therapeutics Inc. Common Stock;Australia;;Health Care;;Medical Specialities
RCG;RENN Fund Inc Common Stock;United States;;;;
RCHG;Recharge Acquisition Corp. Class A Common Stock;United States;;;;
RCHGU;Recharge Acquisition Corp. Unit;United States;;;;
RCHGW;Recharge Acquisition Corp. Warrant;United States;;Finance;;Business Services
RCI;Rogers Communication Inc. Common Stock;Canada;;;;
RCII;Rent-A-Center Inc. Common Stock;United States;;Technology;;Diversified Commercial Services
RCKT;Rocket Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RCKY;Rocky Brands Inc. Common Stock;United States;;Consumer Non-Durables;;Shoe Manufacturing
RCL;D/B/A Royal Caribbean Cruises Ltd. Common Stock;United States;;;;
RCLF;Rosecliff Acquisition Corp I Class A Common Stock;United States;;;;
RCLFU;Rosecliff Acquisition Corp I Unit;United States;;;;
RCLFW;Rosecliff Acquisition Corp I Warrants;United States;;Finance;;Business Services
RCM;R1 RCM Inc. Common Stock;United States;;Consumer Services;;Other Consumer Services
RCMT;RCM Technologies Inc. Common Stock;United States;;Consumer Services;;Military/Government/Technical
RCON;Recon Technology Ltd. Class A Ordinary Shares;China;;Energy;;Oilfield Services/Equipment
RCS;PIMCO Strategic Income Fund Inc.;United States;;;;
RCUS;Arcus Biosciences Inc. Common Stock;;;Health Care;;Major Pharmaceuticals
RDCM;Radcom Ltd. Ordinary Shares;Israel;;Technology;;Computer peripheral equipment
RDFI;Rareview Dynamic Fixed Income ETF;;;;;
RDFN;Redfin Corporation Common Stock;United States;;Finance;;Real Estate
RDHL;Redhill Biopharma Ltd. American Depositary Shares;Israel;;Health Care;;Major Pharmaceuticals
RDI;Reading International Inc Class A Common Stock;United States;;Consumer Services;;Movies/Entertainment
RDIB;Reading International Inc Class B Common Stock;United States;;Consumer Services;;Movies/Entertainment
RDN;Radian Group Inc. Common Stock;United States;;Finance;;Property-Casualty Insurers
RDNT;RadNet Inc. Common Stock;United States;;Health Care;;Medical Specialities
RDS/B;Royal Dutch Shell PLC;Netherlands;;;;
RDUS;Radius Health Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RDVT;Red Violet Inc. Common Stock ;United States;;Technology;;Computer Software: Prepackaged Software
RDWR;Radware Ltd. Ordinary Shares;Israel;;Technology;;EDP Services
RDY;Dr. Reddy's Laboratories Ltd Common Stock;India;;Health Care;;Major Pharmaceuticals
RE;Everest Re Group Ltd. Common Stock;Bermuda;;Finance;;Property-Casualty Insurers
REAL;The RealReal Inc. Common Stock;United States;;Consumer Services;;Catalog/Specialty Distribution
REAX;The Real Brokerage Inc. Common Shares;Canada;;;;
REDU;RISE Education Cayman Ltd American Depositary Shares;China;;Miscellaneous;;Service to the Health Industry
REED;Reeds Inc. Common Stock;United States;;Consumer Non-Durables;;Beverages (Production/Distribution)
REFR;Research Frontiers Incorporated Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
REG;Regency Centers Corporation Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
REGI;Renewable Energy Group Inc. Common Stock;United States;;Basic Industries;;Major Chemicals
REGN;Regeneron Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
REI;Ring Energy Inc. Common Stock;United States;;Energy;;Oil & Gas Production
REKR;Rekor Systems Inc. Common Stock;United States;;Technology;;EDP Services
RELI;Reliance Global Group Inc. Common Stock;United States;;Finance;;Specialty Insurers
RELIW;Reliance Global Group Inc. Series A Warrants;United States;;Consumer Services;;Broadcasting
RELL;Richardson Electronics Ltd. Common Stock;United States;;Technology;;Electronic Components
RELX;RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share);United Kingdom;;Consumer Services;;Publishing
RENN;Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares;China;;Technology;;EDP Services
REPH;Recro Pharma Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
REPL;Replimune Group Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
REPX;Riley Exploration Permian Inc. Common Stock;United States;;Energy;;Oil & Gas Production
RES;RPC Inc. Common Stock;United States;;Energy;;Oilfield Services/Equipment
RESN;Resonant Inc. Common Stock;United States;;Technology;;Semiconductors
RETA;Reata Pharmaceuticals Inc. Class A Common Stock;United States;;Health Care;;Major Pharmaceuticals
RETO;ReTo Eco-Solutions Inc. Common Shares;China;;Capital Goods;;Multi-Sector Companies
REV;Revlon Inc. New Common Stock;United States;;Consumer Non-Durables;;Package Goods/Cosmetics
REVG;REV Group Inc. Common Stock;United States;;Capital Goods;;Auto Manufacturing
REVH;Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock;United States;;Finance;;Business Services
REVHU;Revolution Healthcare Acquisition Corp. SAIL Units;United States;;Finance;;Business Services
REVHW;Revolution Healthcare Acquisition Corp. SAIL Warrant.;United States;;;;
REX;REX American Resources Corporation;United States;;Basic Industries;;Automotive Aftermarket
REXR;Rexford Industrial Realty Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
REXR^A;Rexford Industrial Realty Inc. 5.875% Series A Cumulative Redeemable Preferred Stock;United States;;;;
REXR^B;Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock;United States;;;;
REXR^C;Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share;United States;;;;
REYN;Reynolds Consumer Products Inc. Common Stock;United States;;Capital Goods;;Office Equipment/Supplies/Services
REZI;Resideo Technologies Inc. Common Stock ;;;Miscellaneous;;Diversified Manufacture
RF;Regions Financial Corporation Common Stock;United States;;Finance;;Major Banks
RF^B;Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B;United States;;;;
RF^C;Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C;United States;;;;
RF^E;Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E;United States;;;;
RFI;Cohen & Steers Total Return Realty Fund Inc. Common Stock;United States;;;;
RFIL;RF Industries Ltd. Common Stock;United States;;Capital Goods;;Electrical Products
RFL;Rafael Holdings Inc. Class B Common Stock;United States;;Health Care;;Major Pharmaceuticals
RFM;RiverNorth Flexible Municipal Income Fund Inc. Common Stock;;;;;
RFMZ;RiverNorth Flexible Municipal Income Fund II Inc. Common Stock;;;;;
RFP;Resolute Forest Products Inc. Common Stock;Canada;;Basic Industries;;Paper
RGA;Reinsurance Group of America Incorporated Common Stock;United States;;Finance;;Life Insurance
RGCO;RGC Resources Inc. Common Stock;United States;;Public Utilities;;Oil & Gas Production
RGEN;Repligen Corporation Common Stock;United States;;Health Care;;Medical/Dental Instruments
RGLD;Royal Gold Inc. Common Stock;United States;;;;
RGLS;Regulus Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RGNX;REGENXBIO Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
RGP;Resources Connection Inc. Common Stock;United States;;Miscellaneous;;Business Services
RGR;Sturm Ruger & Company Inc. Common Stock;United States;;;;
RGS;Regis Corporation Common Stock;United States;;;;
RGT;Royce Global Value Trust Inc. Common Stock;;;;;
RH;RH Common Stock;United States;;Consumer Services;;Other Specialty Stores
RHE;Regional Health Properties Inc. Common Stock;;;Consumer Services;;Real Estate Investment Trusts
RHE^A;Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock;;;;;
RHI;Robert Half International Inc. Common Stock;United States;;Technology;;Diversified Commercial Services
RHP;Ryman Hospitality Properties Inc. (REIT);United States;;Consumer Services;;Real Estate Investment Trusts
RIBT;RiceBran Technologies Common Stock;United States;;Consumer Non-Durables;;Specialty Foods
RICE;Rice Acquisition Corp. Class A Common Stock;United States;;;;
RICK;RCI Hospitality Holdings Inc. Common Stock;United States;;Consumer Services;;Restaurants
RIDE;Lordstown Motors Corp. Class A Common Stock;United States;;Capital Goods;;Construction/Ag Equipment/Trucks
RIG;Transocean Ltd (Switzerland) Common Stock;Switzerland;;Energy;;Oil & Gas Production
RIGL;Rigel Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RILY;B. Riley Financial Inc. Common Stock;United States;;Finance;;Investment Managers
RILYG;B. Riley Financial Inc. 7.25% Senior Notes due 2027;United States;;Miscellaneous;;Business Services
RILYH;B. Riley Financial Inc. 7.375% Senior Notes due 2023;United States;;Miscellaneous;;Business Services
RILYI;B. Riley Financial Inc. 6.875% Senior Notes due 2023;United States;;Miscellaneous;;Business Services
RILYK;B. Riley Financial Inc. 5.50% Senior Notes Due 2026;United States;;Miscellaneous;;Business Services
RILYL;B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001;United States;;Finance;;Investment Managers
RILYM;B. Riley Financial Inc. 6.375% Senior Notes due 2025;United States;;Miscellaneous;;Business Services
RILYN;B. Riley Financial Inc. 6.50% Senior Notes Due 2026;United States;;Miscellaneous;;Business Services
RILYO;B. Riley Financial Inc. 6.75% Senior Notes due 2024;United States;;Miscellaneous;;Business Services
RILYP;B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock;United States;;Finance;;Investment Managers
RILYT;B. Riley Financial Inc. 6.00% Senior Notes Due 2028;United States;;Miscellaneous;;Business Services
RIO;Rio Tinto Plc Common Stock;Australia;;Basic Industries;;Steel/Iron Ore
RIOT;Riot Blockchain Inc.  Common Stock ;United States;;Technology;;Retail: Computer Software & Peripheral Equipment
RIV;RiverNorth Opportunities Fund Inc. Common Stock;;;Finance;;Finance Companies
RIVE;Riverview Financial Corporation Common Stock;United States;;Finance;;Major Banks
RJF;Raymond James Financial Inc. Common Stock;United States;;Finance;;Investment Bankers/Brokers/Service
RKDA;Arcadia Biosciences Inc. Common Stock;United States;;Basic Industries;;Agricultural Chemicals
RKT;Rocket Companies Inc. Class A Common Stock;United States;;Finance;;Finance: Consumer Services
RKTA;Rocket Internet Growth Opportunities Corp. Class A Ordinary Shares;;;;;
RL;Ralph Lauren Corporation Common Stock;United States;;Consumer Non-Durables;;Apparel
RLAY;Relay Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RLGT;Radiant Logistics Inc. Common Stock;United States;;Transportation;;Oil Refining/Marketing
RLGY;Realogy Holdings Corp. Common Stock;United States;;Finance;;Real Estate
RLI;RLI Corp. Common Stock (DE);United States;;Finance;;Property-Casualty Insurers
RLJ;RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value;United States;;Consumer Services;;Real Estate Investment Trusts
RLJ^A;RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares;United States;;;;
RLMD;Relmada Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RLX;RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share;;;Consumer Non-Durables;;Farming/Seeds/Milling
RM;Regional Management Corp. Common Stock;United States;;Finance;;Finance: Consumer Services
RMAX;RE/MAX Holdings Inc. Class A Common Stock;;;Finance;;Real Estate
RMBI;Richmond Mutual Bancorporation Inc. Common Stock;United States;;;;
RMBL;RumbleOn Inc. Class B Common Stock;United States;;Capital Goods;;Automotive Aftermarket
RMBS;Rambus Inc. Common Stock;United States;;Technology;;Semiconductors
RMCF;Rocky Mountain Chocolate Factory Inc. Common Stock;United States;;Consumer Non-Durables;;Specialty Foods
RMD;ResMed Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
RMED;Ra Medical Systems Inc. Common Stock;;;Health Care;;Medical/Dental Instruments
RMGB;RMG Acquisition Corp. II Class A Ordinary Shares;United States;;Finance;;Business Services
RMGBU;RMG Acquisition Corp. II Unit;United States;;Finance;;Business Services
RMGBW;RMG Acquisition Corp. II Warrant;United States;;Finance;;Business Services
RMGC;RMG Acquisition Corp. III Class A Ordinary Shares;United States;;Finance;;Business Services
RMGCU;RMG Acquisition Corp. III Unit;United States;;Finance;;Business Services
RMGCW;RMG Acquisition Corp. III Warrant;United States;;Finance;;Business Services
RMI;RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock;;;;;
RMM;RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock;;;;;
RMNI;Rimini Street Inc. (DE) Common Stock;United States;;Technology;;EDP Services
RMO;Romeo Power Inc. Class A Common Stock;;;Capital Goods;;Automotive Aftermarket
RMPL^;RiverNorth Specialty Finance Corporation 5.875% ;;;;;
RMR;The RMR Group Inc. Class A Common Stock;United States;;Finance;;Real Estate
RMRM;RMR Mortgage Trust Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
RMT;Royce Micro-Cap Trust Inc. Common Stock;United States;;;;
RMTI;Rockwell Medical Inc. (DE) Common Stock;United States;;Health Care;;Biotechnology: Electromedical & Electrotherapeutic Apparatus
RNA;Avidity Biosciences Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
RNDB;Randolph Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
RNG;RingCentral Inc. Class A Common Stock;;;Technology;;EDP Services
RNGR;Ranger Energy Services Inc. Class A Common Stock;United States;;Energy;;Oilfield Services/Equipment
RNLX;Renalytix AI plc American Depositary Shares;United Kingdom;;Health Care;;Medical Specialities
RNP;Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares;United States;;;;
RNR;RenaissanceRe Holdings Ltd. Common Stock;Bermuda;;Finance;;Property-Casualty Insurers
RNR^E;RenaissanceRe Holdings Ltd. 5.375% Series E Preference Shares;Bermuda;;;;
RNR^F;RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share;Bermuda;;;;
RNST;Renasant Corporation Common Stock;United States;;Finance;;Major Banks
RNWK;RealNetworks Inc. Common Stock;United States;;Technology;;EDP Services
ROAD;Construction Partners Inc. Class A Common Stock;United States;;Capital Goods;;Engineering & Construction
ROCC;Roth CH Acquisition II Co. Common Stock;United States;;;;
ROCCU;Roth CH Acquisition II Co. Unit;United States;;;;
ROCCW;Roth CH Acquisition II Co. Warrant;United States;;Finance;;Business Services
ROCK;Gibraltar Industries Inc. Common Stock;United States;;;;
ROCR;Roth CH Acquisition III Co. Common stock;United States;;;;
ROCRU;Roth CH Acquisition III Co. Unit;United States;;;;
ROCRW;Roth CH Acquisition III Co. Warrant;United States;;Finance;;Business Services
ROG;Rogers Corporation Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
ROIC;Retail Opportunity Investments Corp. Common Stock (MD);United States;;Consumer Services;;Real Estate Investment Trusts
ROK;Rockwell Automation Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
ROKU;Roku Inc. Class A Common Stock;United States;;Consumer Services;;Television Services
ROL;Rollins Inc. Common Stock;United States;;Technology;;Industrial Specialties
ROLL;RBC Bearings Incorporated Common Stock;United States;;Capital Goods;;Metal Fabrications
ROMO;Strategy Shares Newfound/ReSolve Robust Momentum ETF;United States;;;;
